时间,实际功率(MW)
2020-03-02 00:15:00,0.00 
2020-03-02 00:30:00,0.00 
2020-03-02 00:45:00,0.05 
2020-03-02 01:00:00,0.00 
2020-03-02 01:15:00,0.00 
2020-03-02 01:30:00,0.02 
2020-03-02 01:45:00,0.77 
2020-03-02 02:00:00,1.82 
2020-03-02 02:15:00,2.99 
2020-03-02 02:30:00,5.18 
2020-03-02 02:45:00,5.92 
2020-03-02 03:00:00,6.72 
2020-03-02 03:15:00,7.73 
2020-03-02 03:30:00,7.51 
2020-03-02 03:45:00,6.01 
2020-03-02 04:00:00,6.53 
2020-03-02 04:15:00,9.00 
2020-03-02 04:30:00,6.57 
2020-03-02 04:45:00,4.56 
2020-03-02 05:00:00,7.28 
2020-03-02 05:15:00,9.72 
2020-03-02 05:30:00,16.62 
2020-03-02 05:45:00,23.63 
2020-03-02 06:00:00,31.27 
2020-03-02 06:15:00,35.93 
2020-03-02 06:30:00,39.35 
2020-03-02 06:45:00,44.55 
2020-03-02 07:00:00,49.27 
2020-03-02 07:15:00,50.34 
2020-03-02 07:30:00,56.94 
2020-03-02 07:45:00,61.19 
2020-03-02 08:00:00,56.95 
2020-03-02 08:15:00,60.86 
2020-03-02 08:30:00,65.97 
2020-03-02 08:45:00,72.55 
2020-03-02 09:00:00,87.61 
2020-03-02 09:15:00,102.60 
2020-03-02 09:30:00,112.00 
2020-03-02 09:45:00,118.44 
2020-03-02 10:00:00,115.26 
2020-03-02 10:15:00,112.63 
2020-03-02 10:30:00,121.88 
2020-03-02 10:45:00,115.51 
2020-03-02 11:00:00,113.17 
2020-03-02 11:15:00,121.76 
2020-03-02 11:30:00,135.58 
2020-03-02 11:45:00,135.13 
2020-03-02 12:00:00,132.11 
2020-03-02 12:15:00,132.01 
2020-03-02 12:30:00,132.27 
2020-03-02 12:45:00,124.92 
2020-03-02 13:00:00,116.46 
2020-03-02 13:15:00,112.01 
2020-03-02 13:30:00,109.47 
2020-03-02 13:45:00,122.53 
2020-03-02 14:00:00,131.18 
2020-03-02 14:15:00,129.66 
2020-03-02 14:30:00,126.93 
2020-03-02 14:45:00,128.76 
2020-03-02 15:00:00,125.06 
2020-03-02 15:15:00,115.12 
2020-03-02 15:30:00,125.19 
2020-03-02 15:45:00,122.03 
2020-03-02 16:00:00,107.50 
2020-03-02 16:15:00,103.69 
2020-03-02 16:30:00,106.39 
2020-03-02 16:45:00,131.65 
2020-03-02 17:00:00,156.43 
2020-03-02 17:15:00,138.02 
2020-03-02 17:30:00,120.72 
2020-03-02 17:45:00,106.22 
2020-03-02 18:00:00,101.25 
2020-03-02 18:15:00,96.65 
2020-03-02 18:30:00,89.80 
2020-03-02 18:45:00,88.98 
2020-03-02 19:00:00,99.81 
2020-03-02 19:15:00,98.34 
2020-03-02 19:30:00,93.02 
2020-03-02 19:45:00,99.05 
2020-03-02 20:00:00,112.41 
2020-03-02 20:15:00,116.98 
2020-03-02 20:30:00,126.92 
2020-03-02 20:45:00,146.13 
2020-03-02 21:00:00,154.82 
2020-03-02 21:15:00,159.68 
2020-03-02 21:30:00,162.90 
2020-03-02 21:45:00,159.92 
2020-03-02 22:00:00,156.63 
2020-03-02 22:15:00,154.44 
2020-03-02 22:30:00,152.08 
2020-03-02 22:45:00,149.77 
2020-03-02 23:00:00,144.84 
2020-03-02 23:15:00,139.28 
2020-03-02 23:30:00,144.73 
2020-03-02 23:45:00,147.76 
2020-03-03 00:00:00,134.28 
2020-03-03 00:15:00,122.98 
2020-03-03 00:30:00,118.93 
2020-03-03 00:45:00,117.00 
2020-03-03 01:00:00,119.29 
2020-03-03 01:15:00,120.42 
2020-03-03 01:30:00,118.67 
2020-03-03 01:45:00,107.24 
2020-03-03 02:00:00,104.12 
2020-03-03 02:15:00,106.00 
2020-03-03 02:30:00,110.66 
2020-03-03 02:45:00,130.93 
2020-03-03 03:00:00,129.86 
2020-03-03 03:15:00,125.16 
2020-03-03 03:30:00,123.05 
2020-03-03 03:45:00,114.28 
2020-03-03 04:00:00,112.59 
2020-03-03 04:15:00,125.19 
2020-03-03 04:30:00,132.16 
2020-03-03 04:45:00,130.62 
2020-03-03 05:00:00,128.24 
2020-03-03 05:15:00,123.44 
2020-03-03 05:30:00,117.71 
2020-03-03 05:45:00,116.64 
2020-03-03 06:00:00,116.94 
2020-03-03 06:15:00,114.62 
2020-03-03 06:30:00,113.10 
2020-03-03 06:45:00,117.19 
2020-03-03 07:00:00,122.21 
2020-03-03 07:15:00,125.36 
2020-03-03 07:30:00,124.17 
2020-03-03 07:45:00,126.00 
2020-03-03 08:00:00,125.01 
2020-03-03 08:15:00,128.16 
2020-03-03 08:30:00,123.47 
2020-03-03 08:45:00,120.12 
2020-03-03 09:00:00,116.93 
2020-03-03 09:15:00,106.43 
2020-03-03 09:30:00,103.11 
2020-03-03 09:45:00,106.17 
2020-03-03 10:00:00,108.59 
2020-03-03 10:15:00,106.89 
2020-03-03 10:30:00,106.17 
2020-03-03 10:45:00,119.87 
2020-03-03 11:00:00,123.88 
2020-03-03 11:15:00,106.52 
2020-03-03 11:30:00,80.83 
2020-03-03 11:45:00,68.02 
2020-03-03 12:00:00,75.56 
2020-03-03 12:15:00,117.35 
2020-03-03 12:30:00,135.43 
2020-03-03 12:45:00,138.85 
2020-03-03 13:00:00,142.44 
2020-03-03 13:15:00,133.97 
2020-03-03 13:30:00,115.54 
2020-03-03 13:45:00,106.40 
2020-03-03 14:00:00,112.14 
2020-03-03 14:15:00,113.48 
2020-03-03 14:30:00,116.69 
2020-03-03 14:45:00,106.35 
2020-03-03 15:00:00,107.39 
2020-03-03 15:15:00,110.93 
2020-03-03 15:30:00,134.29 
2020-03-03 15:45:00,135.38 
2020-03-03 16:00:00,121.91 
2020-03-03 16:15:00,84.59 
2020-03-03 16:30:00,79.01 
2020-03-03 16:45:00,83.78 
2020-03-03 17:00:00,80.59 
2020-03-03 17:15:00,66.35 
2020-03-03 17:30:00,93.94 
2020-03-03 17:45:00,118.51 
2020-03-03 18:00:00,124.72 
2020-03-03 18:15:00,125.62 
2020-03-03 18:30:00,124.75 
2020-03-03 18:45:00,106.69 
2020-03-03 19:00:00,90.31 
2020-03-03 19:15:00,86.90 
2020-03-03 19:30:00,99.82 
2020-03-03 19:45:00,135.59 
2020-03-03 20:00:00,153.35 
2020-03-03 20:15:00,153.14 
2020-03-03 20:30:00,148.05 
2020-03-03 20:45:00,149.79 
2020-03-03 21:00:00,157.06 
2020-03-03 21:15:00,154.78 
2020-03-03 21:30:00,141.92 
2020-03-03 21:45:00,107.31 
2020-03-03 22:00:00,125.52 
2020-03-03 22:15:00,131.67 
2020-03-03 22:30:00,117.62 
2020-03-03 22:45:00,109.42 
2020-03-03 23:00:00,92.23 
2020-03-03 23:15:00,77.70 
2020-03-03 23:30:00,73.66 
2020-03-03 23:45:00,69.13 
2020-03-04 00:00:00,64.00 
2020-03-04 00:15:00,54.88 
2020-03-04 00:30:00,51.30 
2020-03-04 00:45:00,45.91 
2020-03-04 01:00:00,46.19 
2020-03-04 01:15:00,50.37 
2020-03-04 01:30:00,45.32 
2020-03-04 01:45:00,43.56 
2020-03-04 02:00:00,48.03 
2020-03-04 02:15:00,47.56 
2020-03-04 02:30:00,48.12 
2020-03-04 02:45:00,48.81 
2020-03-04 03:00:00,46.69 
2020-03-04 03:15:00,45.53 
2020-03-04 03:30:00,50.64 
2020-03-04 03:45:00,54.79 
2020-03-04 04:00:00,52.64 
2020-03-04 04:15:00,52.59 
2020-03-04 04:30:00,43.17 
2020-03-04 04:45:00,35.87 
2020-03-04 05:00:00,24.43 
2020-03-04 05:15:00,19.82 
2020-03-04 05:30:00,16.81 
2020-03-04 05:45:00,10.32 
2020-03-04 06:00:00,5.79 
2020-03-04 06:15:00,6.32 
2020-03-04 06:30:00,6.15 
2020-03-04 06:45:00,2.97 
2020-03-04 07:00:00,2.97 
2020-03-04 07:15:00,11.91 
2020-03-04 07:30:00,34.72 
2020-03-04 07:45:00,49.23 
2020-03-04 08:00:00,87.45 
2020-03-04 08:15:00,99.67 
2020-03-04 08:30:00,110.40 
2020-03-04 08:45:00,105.77 
2020-03-04 09:00:00,104.09 
2020-03-04 09:15:00,108.82 
2020-03-04 09:30:00,111.98 
2020-03-04 09:45:00,126.51 
2020-03-04 10:00:00,147.04 
2020-03-04 10:15:00,138.69 
2020-03-04 10:30:00,122.38 
2020-03-04 10:45:00,119.90 
2020-03-04 11:00:00,121.48 
2020-03-04 11:15:00,121.06 
2020-03-04 11:30:00,111.41 
2020-03-04 11:45:00,98.08 
2020-03-04 12:00:00,67.67 
2020-03-04 12:15:00,37.68 
2020-03-04 12:30:00,44.42 
2020-03-04 12:45:00,56.43 
2020-03-04 13:00:00,69.45 
2020-03-04 13:15:00,52.59 
2020-03-04 13:30:00,67.74 
2020-03-04 13:45:00,65.74 
2020-03-04 14:00:00,49.21 
2020-03-04 14:15:00,43.80 
2020-03-04 14:30:00,43.93 
2020-03-04 14:45:00,44.25 
2020-03-04 15:00:00,43.36 
2020-03-04 15:15:00,45.53 
2020-03-04 15:30:00,45.61 
2020-03-04 15:45:00,44.02 
2020-03-04 16:00:00,49.58 
2020-03-04 16:15:00,94.55 
2020-03-04 16:30:00,103.85 
2020-03-04 16:45:00,104.10 
2020-03-04 17:00:00,118.46 
2020-03-04 17:15:00,122.13 
2020-03-04 17:30:00,123.79 
2020-03-04 17:45:00,124.04 
2020-03-04 18:00:00,128.66 
2020-03-04 18:15:00,133.38 
2020-03-04 18:30:00,133.52 
2020-03-04 18:45:00,135.76 
2020-03-04 19:00:00,135.03 
2020-03-04 19:15:00,136.21 
2020-03-04 19:30:00,136.27 
2020-03-04 19:45:00,136.01 
2020-03-04 20:00:00,136.85 
2020-03-04 20:15:00,135.94 
2020-03-04 20:30:00,135.80 
2020-03-04 20:45:00,136.07 
2020-03-04 21:00:00,136.44 
2020-03-04 21:15:00,135.71 
2020-03-04 21:30:00,135.77 
2020-03-04 21:45:00,130.71 
2020-03-04 22:00:00,130.70 
2020-03-04 22:15:00,135.06 
2020-03-04 22:30:00,136.31 
2020-03-04 22:45:00,136.10 
2020-03-04 23:00:00,135.99 
2020-03-04 23:15:00,136.26 
2020-03-04 23:30:00,136.40 
2020-03-04 23:45:00,136.12 
2020-03-05 00:00:00,134.34 
2020-03-05 00:15:00,140.58 
2020-03-05 00:30:00,140.54 
2020-03-05 00:45:00,139.86 
2020-03-05 01:00:00,140.23 
2020-03-05 01:15:00,140.61 
2020-03-05 01:30:00,140.55 
2020-03-05 01:45:00,141.05 
2020-03-05 02:00:00,141.33 
2020-03-05 02:15:00,141.41 
2020-03-05 02:30:00,140.37 
2020-03-05 02:45:00,141.07 
2020-03-05 03:00:00,140.53 
2020-03-05 03:15:00,140.89 
2020-03-05 03:30:00,140.95 
2020-03-05 03:45:00,140.02 
2020-03-05 04:00:00,138.49 
2020-03-05 04:15:00,129.41 
2020-03-05 04:30:00,131.00 
2020-03-05 04:45:00,131.41 
2020-03-05 05:00:00,129.04 
2020-03-05 05:15:00,137.32 
2020-03-05 05:30:00,138.18 
2020-03-05 05:45:00,139.49 
2020-03-05 06:00:00,139.90 
2020-03-05 06:15:00,139.06 
2020-03-05 06:30:00,140.76 
2020-03-05 06:45:00,141.38 
2020-03-05 07:00:00,141.23 
2020-03-05 07:15:00,139.54 
2020-03-05 07:30:00,133.53 
2020-03-05 07:45:00,131.43 
2020-03-05 08:00:00,139.78 
2020-03-05 08:15:00,139.12 
2020-03-05 08:30:00,137.27 
2020-03-05 08:45:00,136.28 
2020-03-05 09:00:00,137.36 
2020-03-05 09:15:00,138.19 
2020-03-05 09:30:00,139.32 
2020-03-05 09:45:00,140.88 
2020-03-05 10:00:00,140.31 
2020-03-05 10:15:00,137.49 
2020-03-05 10:30:00,139.95 
2020-03-05 10:45:00,138.88 
2020-03-05 11:00:00,142.89 
2020-03-05 11:15:00,135.02 
2020-03-05 11:30:00,120.77 
2020-03-05 11:45:00,79.25 
2020-03-05 12:00:00,30.12 
2020-03-05 12:15:00,31.39 
2020-03-05 12:30:00,33.57 
2020-03-05 12:45:00,31.00 
2020-03-05 13:00:00,27.30 
2020-03-05 13:15:00,25.88 
2020-03-05 13:30:00,26.65 
2020-03-05 13:45:00,26.42 
2020-03-05 14:00:00,26.27 
2020-03-05 14:15:00,29.17 
2020-03-05 14:30:00,30.31 
2020-03-05 14:45:00,30.97 
2020-03-05 15:00:00,51.41 
2020-03-05 15:15:00,67.37 
2020-03-05 15:30:00,62.51 
2020-03-05 15:45:00,55.65 
2020-03-05 16:00:00,44.73 
2020-03-05 16:15:00,35.14 
2020-03-05 16:30:00,24.57 
2020-03-05 16:45:00,18.59 
2020-03-05 17:00:00,18.45 
2020-03-05 17:15:00,15.23 
2020-03-05 17:30:00,10.20 
2020-03-05 17:45:00,4.95 
2020-03-05 18:00:00,0.57 
2020-03-05 18:15:00,0.00 
2020-03-05 18:30:00,0.00 
2020-03-05 18:45:00,0.00 
2020-03-05 19:00:00,2.18 
2020-03-05 19:15:00,13.20 
2020-03-05 19:30:00,23.62 
2020-03-05 19:45:00,42.70 
2020-03-05 20:00:00,67.04 
2020-03-05 20:15:00,95.44 
2020-03-05 20:30:00,126.49 
2020-03-05 20:45:00,123.13 
2020-03-05 21:00:00,138.23 
2020-03-05 21:15:00,137.48 
2020-03-05 21:30:00,134.96 
2020-03-05 21:45:00,137.54 
2020-03-05 22:00:00,149.06 
2020-03-05 22:15:00,160.65 
2020-03-05 22:30:00,160.61 
2020-03-05 22:45:00,159.93 
2020-03-05 23:00:00,125.92 
2020-03-05 23:15:00,83.29 
2020-03-05 23:30:00,71.16 
2020-03-05 23:45:00,75.50 
2020-03-06 00:00:00,108.94 
2020-03-06 00:15:00,149.74 
2020-03-06 00:30:00,155.57 
2020-03-06 00:45:00,145.01 
2020-03-06 01:00:00,143.29 
2020-03-06 01:15:00,152.17 
2020-03-06 01:30:00,150.43 
2020-03-06 01:45:00,147.15 
2020-03-06 02:00:00,135.11 
2020-03-06 02:15:00,125.57 
2020-03-06 02:30:00,124.51 
2020-03-06 02:45:00,116.71 
2020-03-06 03:00:00,124.23 
2020-03-06 03:15:00,121.51 
2020-03-06 03:30:00,117.73 
2020-03-06 03:45:00,112.26 
2020-03-06 04:00:00,93.27 
2020-03-06 04:15:00,74.08 
2020-03-06 04:30:00,66.14 
2020-03-06 04:45:00,61.31 
2020-03-06 05:00:00,64.02 
2020-03-06 05:15:00,53.13 
2020-03-06 05:30:00,36.37 
2020-03-06 05:45:00,31.33 
2020-03-06 06:00:00,25.62 
2020-03-06 06:15:00,22.74 
2020-03-06 06:30:00,21.68 
2020-03-06 06:45:00,14.65 
2020-03-06 07:00:00,13.46 
2020-03-06 07:15:00,14.25 
2020-03-06 07:30:00,11.37 
2020-03-06 07:45:00,6.56 
2020-03-06 08:00:00,2.46 
2020-03-06 08:15:00,0.18 
2020-03-06 08:30:00,0.00 
2020-03-06 08:45:00,0.00 
2020-03-06 09:00:00,0.00 
2020-03-06 09:15:00,0.00 
2020-03-06 09:30:00,0.00 
2020-03-06 09:45:00,0.00 
2020-03-06 10:00:00,0.00 
2020-03-06 10:15:00,0.00 
2020-03-06 10:30:00,0.00 
2020-03-06 10:45:00,0.00 
2020-03-06 11:00:00,0.46 
2020-03-06 11:15:00,0.63 
2020-03-06 11:30:00,3.22 
2020-03-06 11:45:00,5.11 
2020-03-06 12:00:00,6.31 
2020-03-06 12:15:00,7.05 
2020-03-06 12:30:00,5.05 
2020-03-06 12:45:00,7.53 
2020-03-06 13:00:00,12.43 
2020-03-06 13:15:00,13.58 
2020-03-06 13:30:00,13.91 
2020-03-06 13:45:00,11.21 
2020-03-06 14:00:00,5.87 
2020-03-06 14:15:00,5.70 
2020-03-06 14:30:00,26.73 
2020-03-06 14:45:00,85.32 
2020-03-06 15:00:00,134.18 
2020-03-06 15:15:00,149.58 
2020-03-06 15:30:00,138.23 
2020-03-06 15:45:00,138.26 
2020-03-06 16:00:00,136.47 
2020-03-06 16:15:00,133.62 
2020-03-06 16:30:00,136.18 
2020-03-06 16:45:00,136.55 
2020-03-06 17:00:00,136.84 
2020-03-06 17:15:00,136.60 
2020-03-06 17:30:00,135.69 
2020-03-06 17:45:00,135.86 
2020-03-06 18:00:00,136.55 
2020-03-06 18:15:00,136.48 
2020-03-06 18:30:00,136.34 
2020-03-06 18:45:00,136.14 
2020-03-06 19:00:00,136.17 
2020-03-06 19:15:00,136.25 
2020-03-06 19:30:00,136.52 
2020-03-06 19:45:00,141.48 
2020-03-06 20:00:00,141.02 
2020-03-06 20:15:00,134.63 
2020-03-06 20:30:00,135.61 
2020-03-06 20:45:00,135.70 
2020-03-06 21:00:00,136.34 
2020-03-06 21:15:00,135.98 
2020-03-06 21:30:00,134.98 
2020-03-06 21:45:00,136.68 
2020-03-06 22:00:00,132.15 
2020-03-06 22:15:00,130.50 
2020-03-06 22:30:00,131.19 
2020-03-06 22:45:00,134.40 
2020-03-06 23:00:00,135.52 
2020-03-06 23:15:00,136.46 
2020-03-06 23:30:00,135.73 
2020-03-06 23:45:00,136.92 
2020-03-07 00:00:00,137.28 
2020-03-07 00:15:00,135.97 
2020-03-07 00:30:00,136.78 
2020-03-07 00:45:00,137.33 
2020-03-07 01:00:00,135.79 
2020-03-07 01:15:00,135.66 
2020-03-07 01:30:00,135.64 
2020-03-07 01:45:00,136.68 
2020-03-07 02:00:00,136.76 
2020-03-07 02:15:00,139.17 
2020-03-07 02:30:00,144.56 
2020-03-07 02:45:00,144.32 
2020-03-07 03:00:00,139.64 
2020-03-07 03:15:00,140.39 
2020-03-07 03:30:00,139.53 
2020-03-07 03:45:00,136.51 
2020-03-07 04:00:00,136.66 
2020-03-07 04:15:00,138.42 
2020-03-07 04:30:00,138.61 
2020-03-07 04:45:00,137.64 
2020-03-07 05:00:00,137.04 
2020-03-07 05:15:00,135.98 
2020-03-07 05:30:00,136.01 
2020-03-07 05:45:00,136.78 
2020-03-07 06:00:00,137.02 
2020-03-07 06:15:00,137.76 
2020-03-07 06:30:00,140.40 
2020-03-07 06:45:00,138.63 
2020-03-07 07:00:00,138.36 
2020-03-07 07:15:00,139.46 
2020-03-07 07:30:00,138.50 
2020-03-07 07:45:00,139.12 
2020-03-07 08:00:00,141.07 
2020-03-07 08:15:00,141.57 
2020-03-07 08:30:00,145.39 
2020-03-07 08:45:00,147.20 
2020-03-07 09:00:00,145.61 
2020-03-07 09:15:00,145.43 
2020-03-07 09:30:00,143.93 
2020-03-07 09:45:00,141.91 
2020-03-07 10:00:00,144.71 
2020-03-07 10:15:00,142.91 
2020-03-07 10:30:00,141.44 
2020-03-07 10:45:00,141.53 
2020-03-07 11:00:00,140.91 
2020-03-07 11:15:00,141.87 
2020-03-07 11:30:00,141.28 
2020-03-07 11:45:00,142.32 
2020-03-07 12:00:00,141.44 
2020-03-07 12:15:00,141.80 
2020-03-07 12:30:00,141.07 
2020-03-07 12:45:00,140.84 
2020-03-07 13:00:00,140.27 
2020-03-07 13:15:00,139.83 
2020-03-07 13:30:00,141.35 
2020-03-07 13:45:00,142.10 
2020-03-07 14:00:00,142.03 
2020-03-07 14:15:00,142.42 
2020-03-07 14:30:00,141.81 
2020-03-07 14:45:00,141.46 
2020-03-07 15:00:00,141.51 
2020-03-07 15:15:00,140.52 
2020-03-07 15:30:00,137.96 
2020-03-07 15:45:00,135.40 
2020-03-07 16:00:00,134.81 
2020-03-07 16:15:00,138.99 
2020-03-07 16:30:00,140.34 
2020-03-07 16:45:00,141.29 
2020-03-07 17:00:00,141.50 
2020-03-07 17:15:00,141.66 
2020-03-07 17:30:00,142.95 
2020-03-07 17:45:00,143.62 
2020-03-07 18:00:00,145.11 
2020-03-07 18:15:00,145.03 
2020-03-07 18:30:00,145.64 
2020-03-07 18:45:00,145.45 
2020-03-07 19:00:00,147.06 
2020-03-07 19:15:00,149.25 
2020-03-07 19:30:00,150.41 
2020-03-07 19:45:00,152.80 
2020-03-07 20:00:00,152.72 
2020-03-07 20:15:00,147.03 
2020-03-07 20:30:00,138.76 
2020-03-07 20:45:00,144.88 
2020-03-07 21:00:00,152.13 
2020-03-07 21:15:00,151.81 
2020-03-07 21:30:00,146.09 
2020-03-07 21:45:00,143.94 
2020-03-07 22:00:00,141.58 
2020-03-07 22:15:00,141.60 
2020-03-07 22:30:00,141.96 
2020-03-07 22:45:00,141.79 
2020-03-07 23:00:00,141.99 
2020-03-07 23:15:00,142.11 
2020-03-07 23:30:00,142.25 
2020-03-07 23:45:00,142.23 
2020-03-08 00:00:00,139.23 
2020-03-08 00:15:00,143.13 
2020-03-08 00:30:00,143.05 
2020-03-08 00:45:00,139.02 
2020-03-08 01:00:00,134.46 
2020-03-08 01:15:00,134.31 
2020-03-08 01:30:00,138.62 
2020-03-08 01:45:00,138.87 
2020-03-08 02:00:00,138.40 
2020-03-08 02:15:00,138.22 
2020-03-08 02:30:00,138.37 
2020-03-08 02:45:00,138.48 
2020-03-08 03:00:00,138.49 
2020-03-08 03:15:00,137.41 
2020-03-08 03:30:00,137.36 
2020-03-08 03:45:00,137.24 
2020-03-08 04:00:00,137.15 
2020-03-08 04:15:00,136.95 
2020-03-08 04:30:00,137.15 
2020-03-08 04:45:00,137.08 
2020-03-08 05:00:00,136.90 
2020-03-08 05:15:00,136.90 
2020-03-08 05:30:00,136.98 
2020-03-08 05:45:00,136.29 
2020-03-08 06:00:00,133.79 
2020-03-08 06:15:00,133.89 
2020-03-08 06:30:00,136.79 
2020-03-08 06:45:00,138.71 
2020-03-08 07:00:00,139.60 
2020-03-08 07:15:00,140.38 
2020-03-08 07:30:00,140.70 
2020-03-08 07:45:00,131.72 
2020-03-08 08:00:00,137.31 
2020-03-08 08:15:00,149.87 
2020-03-08 08:30:00,160.58 
2020-03-08 08:45:00,165.28 
2020-03-08 09:00:00,164.47 
2020-03-08 09:15:00,164.66 
2020-03-08 09:30:00,160.62 
2020-03-08 09:45:00,156.16 
2020-03-08 10:00:00,163.62 
2020-03-08 10:15:00,160.82 
2020-03-08 10:30:00,161.86 
2020-03-08 10:45:00,163.06 
2020-03-08 11:00:00,161.32 
2020-03-08 11:15:00,132.43 
2020-03-08 11:30:00,113.02 
2020-03-08 11:45:00,119.56 
2020-03-08 12:00:00,115.63 
2020-03-08 12:15:00,115.75 
2020-03-08 12:30:00,108.86 
2020-03-08 12:45:00,102.29 
2020-03-08 13:00:00,103.88 
2020-03-08 13:15:00,118.15 
2020-03-08 13:30:00,128.84 
2020-03-08 13:45:00,123.09 
2020-03-08 14:00:00,129.03 
2020-03-08 14:15:00,134.28 
2020-03-08 14:30:00,132.42 
2020-03-08 14:45:00,133.10 
2020-03-08 15:00:00,127.83 
2020-03-08 15:15:00,127.31 
2020-03-08 15:30:00,131.94 
2020-03-08 15:45:00,123.30 
2020-03-08 16:00:00,98.30 
2020-03-08 16:15:00,119.15 
2020-03-08 16:30:00,146.36 
2020-03-08 16:45:00,162.36 
2020-03-08 17:00:00,162.95 
2020-03-08 17:15:00,164.03 
2020-03-08 17:30:00,163.90 
2020-03-08 17:45:00,164.11 
2020-03-08 18:00:00,163.53 
2020-03-08 18:15:00,163.32 
2020-03-08 18:30:00,159.69 
2020-03-08 18:45:00,159.75 
2020-03-08 19:00:00,158.85 
2020-03-08 19:15:00,161.71 
2020-03-08 19:30:00,158.00 
2020-03-08 19:45:00,161.88 
2020-03-08 20:00:00,159.25 
2020-03-08 20:15:00,160.38 
2020-03-08 20:30:00,155.95 
2020-03-08 20:45:00,155.01 
2020-03-08 21:00:00,161.79 
2020-03-08 21:15:00,155.11 
2020-03-08 21:30:00,152.03 
2020-03-08 21:45:00,148.76 
2020-03-08 22:00:00,150.76 
2020-03-08 22:15:00,151.14 
2020-03-08 22:30:00,151.57 
2020-03-08 22:45:00,148.52 
2020-03-08 23:00:00,146.03 
2020-03-08 23:15:00,143.13 
2020-03-08 23:30:00,138.95 
2020-03-08 23:45:00,138.58 
2020-03-09 00:00:00,138.61 
2020-03-09 00:15:00,139.29 
2020-03-09 00:30:00,140.89 
2020-03-09 00:45:00,155.58 
2020-03-09 01:00:00,167.75 
2020-03-09 01:15:00,167.68 
2020-03-09 01:30:00,157.55 
2020-03-09 01:45:00,150.88 
2020-03-09 02:00:00,150.82 
2020-03-09 02:15:00,156.14 
2020-03-09 02:30:00,162.80 
2020-03-09 02:45:00,172.90 
2020-03-09 03:00:00,170.45 
2020-03-09 03:15:00,169.00 
2020-03-09 03:30:00,168.49 
2020-03-09 03:45:00,166.61 
2020-03-09 04:00:00,163.97 
2020-03-09 04:15:00,153.96 
2020-03-09 04:30:00,138.09 
2020-03-09 04:45:00,119.10 
2020-03-09 05:00:00,99.20 
2020-03-09 05:15:00,80.02 
2020-03-09 05:30:00,45.10 
2020-03-09 05:45:00,22.52 
2020-03-09 06:00:00,10.48 
2020-03-09 06:15:00,3.76 
2020-03-09 06:30:00,3.07 
2020-03-09 06:45:00,5.25 
2020-03-09 07:00:00,6.02 
2020-03-09 07:15:00,5.84 
2020-03-09 07:30:00,5.32 
2020-03-09 07:45:00,1.95 
2020-03-09 08:00:00,1.64 
2020-03-09 08:15:00,0.75 
2020-03-09 08:30:00,0.11 
2020-03-09 08:45:00,0.00 
2020-03-09 09:00:00,0.00 
2020-03-09 09:15:00,0.00 
2020-03-09 09:30:00,0.00 
2020-03-09 09:45:00,0.00 
2020-03-09 10:00:00,0.00 
2020-03-09 10:15:00,0.00 
2020-03-09 10:30:00,0.00 
2020-03-09 10:45:00,0.00 
2020-03-09 11:00:00,0.00 
2020-03-09 11:15:00,0.00 
2020-03-09 11:30:00,0.00 
2020-03-09 11:45:00,0.00 
2020-03-09 12:00:00,0.00 
2020-03-09 12:15:00,0.00 
2020-03-09 12:30:00,0.00 
2020-03-09 12:45:00,0.00 
2020-03-09 13:00:00,0.00 
2020-03-09 13:15:00,0.00 
2020-03-09 13:30:00,0.00 
2020-03-09 13:45:00,0.00 
2020-03-09 14:00:00,0.00 
2020-03-09 14:15:00,0.02 
2020-03-09 14:30:00,0.02 
2020-03-09 14:45:00,0.41 
2020-03-09 15:00:00,1.15 
2020-03-09 15:15:00,1.97 
2020-03-09 15:30:00,4.99 
2020-03-09 15:45:00,9.16 
2020-03-09 16:00:00,12.64 
2020-03-09 16:15:00,16.02 
2020-03-09 16:30:00,22.28 
2020-03-09 16:45:00,27.60 
2020-03-09 17:00:00,29.43 
2020-03-09 17:15:00,29.50 
2020-03-09 17:30:00,30.62 
2020-03-09 17:45:00,32.22 
2020-03-09 18:00:00,32.33 
2020-03-09 18:15:00,25.94 
2020-03-09 18:30:00,20.51 
2020-03-09 18:45:00,19.91 
2020-03-09 19:00:00,17.32 
2020-03-09 19:15:00,16.70 
2020-03-09 19:30:00,15.23 
2020-03-09 19:45:00,11.96 
2020-03-09 20:00:00,7.55 
2020-03-09 20:15:00,4.62 
2020-03-09 20:30:00,5.43 
2020-03-09 20:45:00,6.17 
2020-03-09 21:00:00,3.02 
2020-03-09 21:15:00,1.09 
2020-03-09 21:30:00,0.45 
2020-03-09 21:45:00,0.00 
2020-03-09 22:00:00,0.00 
2020-03-09 22:15:00,0.00 
2020-03-09 22:30:00,0.00 
2020-03-09 22:45:00,0.12 
2020-03-09 23:00:00,0.10 
2020-03-09 23:15:00,0.11 
2020-03-09 23:30:00,2.74 
2020-03-09 23:45:00,6.94 
2020-03-10 00:00:00,12.62 
2020-03-10 00:15:00,17.75 
2020-03-10 00:30:00,20.02 
2020-03-10 00:45:00,27.72 
2020-03-10 01:00:00,33.51 
2020-03-10 01:15:00,36.90 
2020-03-10 01:30:00,42.62 
2020-03-10 01:45:00,54.77 
2020-03-10 02:00:00,63.01 
2020-03-10 02:15:00,67.73 
